id,carat,cut,color,clarity,depth,table,price
27823,0.59,4,2,5,62.9,55.0,1622
27824,0.55,2,2,7,62.3,54.0,2581
27825,0.83,4,6,5,60.5,55.0,2444
27826,0.7,2,1,5,62.2,55.0,2616
27827,0.75,2,1,2,62.2,57.0,2985
27828,0.3,2,0,5,60.6,58.0,670
27829,0.56,2,1,4,61.3,55.0,2032
27830,0.61,4,4,7,60.5,57.0,1970
27831,0.32,2,3,6,61.9,56.0,842
27832,0.71,4,5,2,58.9,59.0,2141
27833,0.9,4,1,7,63.7,57.0,6892
27834,0.32,4,4,4,61.7,61.0,561
27835,2.05,3,0,2,60.4,58.0,17776
27836,1.28,2,0,2,61.5,55.0,9548
27837,0.32,3,2,5,59.4,58.0,828
27838,1.2,4,4,2,61.0,58.0,6019
27839,1.5,2,3,4,61.0,57.0,12576
27840,0.4,1,3,6,59.1,61.0,1013
27841,0.23,4,0,7,62.4,53.0,458
27842,0.36,4,4,1,61.6,56.0,865
27843,1.29,3,4,5,61.2,60.0,7153
27844,0.3,2,4,6,62.3,57.0,665
27845,1.05,4,4,5,63.3,58.0,5236
27846,1.06,2,2,2,61.7,55.1,6249
27847,0.32,4,6,4,60.6,59.0,421
27848,0.26,2,1,7,62.0,56.0,769
27849,0.42,2,3,6,61.2,57.0,1235
27850,0.32,2,5,5,62.5,57.0,449
27851,0.55,2,0,5,61.6,56.0,1925
27852,1.52,2,4,2,62.0,56.0,7491
27853,0.31,2,3,6,61.7,54.0,789
27854,0.31,2,4,1,62.2,54.0,789
27855,0.7,4,1,3,59.6,63.0,2310
27856,2.01,3,1,3,61.2,58.0,14948
27857,0.77,2,3,4,62.2,56.0,3148
27858,1.01,0,3,2,66.9,56.0,4102
27859,0.5,4,3,4,63.2,59.0,1580
27860,1.21,2,4,2,61.1,57.0,6069
27861,1.2,3,5,5,61.3,60.0,4131
27862,1.28,1,4,3,56.8,62.0,4086
27863,0.47,1,5,6,61.8,62.0,1093
27864,0.5,0,3,2,65.0,59.0,1050
27865,0.6,2,0,7,61.9,55.0,3382
27866,0.56,2,4,6,62.1,53.8,1961
27867,0.92,3,1,2,59.8,59.0,4562
27868,0.31,2,2,5,62.3,55.0,802
27869,1.21,3,1,3,61.7,59.0,5920
27870,0.56,2,1,4,61.8,55.0,2117
27871,0.31,2,5,1,61.3,57.0,652
27872,0.4,4,1,7,62.8,58.0,1066
27873,0.79,3,1,5,60.6,53.0,2876
27874,0.31,3,0,5,62.6,59.0,734
27875,0.33,2,3,4,61.9,54.0,666
27876,1.29,4,5,2,62.2,58.0,5463
27877,0.55,4,5,5,61.0,57.0,1224
27878,0.31,2,3,6,61.9,54.0,789
27879,1.05,4,2,5,62.8,57.0,6808
27880,0.71,4,1,2,63.2,57.0,2516
27881,3.5,2,4,0,62.8,57.0,12587
27882,2.32,0,4,2,62.0,62.0,18026
27883,2.25,2,5,3,62.4,57.0,17143
27884,0.43,3,3,6,62.2,58.0,1207
27885,0.32,2,1,4,61.4,55.0,713
27886,0.53,2,0,4,61.6,56.0,2340
27887,0.71,1,3,5,64.2,58.0,2599
27888,0.36,3,0,3,61.5,60.0,537
27889,1.6,3,6,4,61.3,59.0,9032
27890,1.03,4,2,3,62.4,59.0,4503
27891,1.03,3,1,3,61.4,58.0,4328
27892,0.73,2,2,3,62.7,57.0,2276
27893,1.51,2,4,4,62.6,56.0,11686
27894,1.7,3,1,2,60.1,58.0,15804
27895,0.9,1,0,5,62.6,65.0,4334
27896,1.21,2,4,2,61.2,57.0,5973
27897,0.55,3,2,2,62.9,58.0,1354
27898,0.42,4,3,2,63.1,56.0,882
27899,1.2,3,4,3,62.3,59.0,5846
27900,0.26,1,0,7,63.6,56.0,564
27901,0.3,3,0,5,61.7,58.0,911
27902,0.32,2,1,5,62.1,56.0,702
27903,0.74,2,3,6,62.1,54.0,3537
27904,0.72,2,4,3,61.8,55.0,1814
27905,1.71,2,3,7,62.1,55.0,18768
27906,0.53,2,1,6,62.1,55.0,2604
27907,1.54,3,3,3,61.6,58.0,7287
27908,2.17,3,0,3,62.2,59.0,16472
27909,1.01,2,1,5,59.3,57.0,7240
27910,1.02,3,3,5,59.8,58.0,6169
27911,1.1,4,2,6,62.2,59.0,10329
27912,1.2,2,0,4,61.0,59.0,11053
27913,1.04,2,5,4,63.0,56.0,4696
27914,0.28,2,1,7,62.1,56.0,646
27915,0.4,1,5,1,62.3,62.0,945
27916,1.01,1,0,3,57.6,62.0,4338
27917,0.25,2,0,2,61.5,55.0,452
27918,1.07,2,2,7,60.3,55.0,10093
27919,1.02,4,2,3,59.6,59.0,3974
27920,1.01,1,2,3,61.5,61.0,3895
27921,0.59,2,6,2,61.3,57.0,1228
27922,0.76,2,2,5,61.6,55.0,2725
27923,0.63,2,0,4,61.6,55.0,2440
27924,0.33,2,2,7,61.8,54.0,761
27925,0.67,3,1,2,59.2,61.0,1910
27926,0.57,2,2,1,61.3,56.0,2656
27927,1.74,2,1,2,62.2,56.0,15847
27928,0.32,2,4,4,61.9,55.0,561
27929,1.0,1,2,3,63.7,57.0,3977
27930,0.93,4,1,5,61.4,58.0,5616
27931,1.0,3,1,2,60.5,59.0,5299
27932,0.32,3,4,5,60.7,58.0,648
27933,0.3,2,1,5,61.3,58.0,621
27934,0.53,2,1,3,63.0,57.0,1262
27935,0.8,2,5,4,62.9,56.0,2760
27936,0.31,2,4,1,62.0,54.0,789
27937,0.51,2,1,5,62.0,54.0,1662
27938,0.7,2,6,3,61.6,57.0,2047
27939,0.24,2,2,6,62.0,56.0,678
27940,1.01,1,2,3,63.8,57.0,3532
27941,1.0,3,1,7,62.7,60.0,9050
27942,1.52,2,5,5,62.4,55.0,9352
27943,1.51,3,1,3,60.6,59.0,10570
27944,0.31,2,0,2,62.3,56.0,548
27945,1.0,4,1,7,61.6,60.0,9139
27946,0.7,1,3,3,64.1,56.0,1935
27947,1.07,2,0,2,61.8,55.0,5872
27948,0.71,2,2,4,61.5,57.0,3404
27949,0.41,2,0,2,62.7,56.0,791
27950,3.04,4,5,3,63.2,59.0,15354
27951,0.38,3,5,5,60.2,58.0,633
27952,0.7,4,2,4,61.8,56.0,2810
27953,0.31,2,1,7,60.9,55.0,864
27954,0.31,1,3,4,63.8,57.0,625
27955,0.5,4,1,2,63.2,57.0,1415
27956,0.41,3,3,2,61.3,58.0,719
27957,1.18,4,5,4,62.2,57.0,5451
27958,1.12,3,6,5,58.6,58.0,4422
27959,0.31,2,0,5,61.2,55.0,942
27960,1.53,4,2,4,63.2,58.0,11379
27961,1.01,4,3,7,63.3,57.0,7885
27962,1.58,2,1,5,62.7,56.0,15721
27963,2.0,2,1,3,62.2,57.0,16650
27964,1.01,3,0,2,61.5,61.0,5644
27965,1.07,4,1,5,62.5,57.0,6120
27966,1.12,2,4,2,60.7,56.0,5457
27967,0.31,2,1,5,60.9,57.0,872
27968,0.3,2,3,1,62.6,54.0,826
27969,0.32,3,6,4,61.7,58.0,421
27970,2.2,3,6,3,60.9,60.0,13065
27971,0.32,3,2,5,59.5,60.0,602
27972,1.02,0,2,2,65.1,56.0,4462
27973,1.01,3,4,5,61.2,59.0,4959
27974,0.71,3,3,3,60.8,60.0,2039
27975,1.13,3,4,5,61.7,56.0,5728
27976,0.39,2,0,5,61.4,56.0,1197
27977,1.5,4,2,2,62.8,56.0,9904
27978,0.61,2,5,6,62.5,54.0,1713
27979,0.3,4,4,6,62.6,60.0,684
27980,0.73,2,0,7,62.2,56.0,4252
27981,0.32,2,4,6,60.4,57.0,936
27982,0.34,2,1,6,61.9,56.0,1014
27983,2.0,4,6,5,60.7,59.0,13113
27984,0.43,3,2,6,61.5,56.0,1422
27985,0.9,3,1,5,58.0,61.0,4385
27986,0.9,4,0,3,62.5,55.0,4946
27987,0.3,2,3,2,62.8,56.0,574
27988,0.3,4,0,3,62.9,58.0,447
27989,0.56,2,2,7,60.3,56.0,2318
27990,1.1,4,2,5,62.8,56.0,7174
27991,0.33,2,2,2,60.6,56.0,550
27992,0.72,2,6,2,61.9,54.0,1864
27993,0.4,3,0,2,60.9,60.0,689
27994,0.7,3,3,0,62.3,56.0,1206
27995,1.05,2,4,2,61.4,57.0,5095
27996,0.61,2,3,4,61.5,56.0,2182
27997,0.3,4,1,2,62.9,56.0,526
27998,1.07,3,0,2,61.8,61.0,5872
27999,1.01,0,5,0,56.1,63.0,2342
28000,1.5,4,2,3,62.3,60.0,8431
28001,0.72,2,3,2,62.0,56.0,2318
28002,1.21,3,2,5,61.6,58.0,8660
28003,0.51,2,1,2,62.2,57.0,1438
28004,0.32,3,4,6,62.9,58.0,936
28005,2.06,3,5,2,60.8,60.0,15494
28006,0.25,1,1,7,64.9,58.0,476
28007,0.52,4,3,4,59.1,60.0,1554
28008,0.71,4,1,5,63.4,60.0,2450
28009,1.27,2,3,4,61.2,57.0,11206
28010,2.0,3,3,3,61.8,58.0,16262
28011,1.51,4,5,1,62.2,62.0,12291
28012,0.33,2,0,2,62.8,56.0,780
28013,0.4,2,3,2,62.3,54.0,741
28014,0.31,2,5,1,60.9,57.0,635
28015,0.59,2,5,3,62.8,57.0,1202
28016,0.44,2,1,6,61.4,55.0,1868
28017,0.72,1,2,7,61.3,65.0,3145
28018,0.92,2,6,4,62.0,55.0,3489
28019,1.14,2,4,2,62.3,56.0,5382
28020,1.02,3,0,3,59.3,60.0,4583
28021,1.55,3,4,5,60.4,60.0,11048
28022,1.5,4,2,2,63.4,58.0,10962
28023,0.57,3,2,2,59.5,58.0,1571
28024,0.7,4,3,5,61.8,55.0,3026
28025,0.72,2,4,4,61.5,55.0,3274
28026,0.54,4,0,4,59.9,57.0,1988
28027,1.0,1,3,2,61.6,62.0,4528
28028,0.7,2,6,3,60.9,57.0,1832
28029,0.41,2,3,5,61.4,54.0,1061
28030,0.29,4,1,4,59.2,58.0,619
28031,1.0,0,4,3,66.5,62.0,3248
28032,1.01,4,3,5,61.9,56.0,6105
28033,0.34,2,0,5,61.3,57.0,1033
28034,0.91,1,4,7,65.5,57.0,4205
28035,1.0,2,1,5,62.0,56.0,6871
28036,1.0,3,4,6,62.3,60.0,6132
28037,2.03,2,2,3,63.3,55.0,18458
28038,0.9,4,3,4,62.3,60.0,4540
28039,0.7,2,2,4,61.6,55.0,3399
28040,1.09,2,3,3,61.7,57.0,4733
28041,0.34,3,3,5,62.4,59.0,596
28042,0.53,4,2,4,61.5,59.0,1821
28043,0.5,1,3,2,62.5,64.0,1286
28044,0.3,2,0,7,59.5,56.0,950
28045,0.3,3,1,5,60.7,59.0,844
28046,2.03,0,4,2,65.4,58.0,14646
28047,0.34,2,4,1,61.8,54.0,863
28048,0.24,4,2,2,60.9,61.0,404
28049,0.9,3,4,5,61.8,58.0,4082
28050,0.59,2,1,2,61.7,56.0,1633
28051,1.02,4,2,2,62.2,56.0,5222
28052,2.01,3,5,3,62.5,60.0,9658
28053,1.51,3,4,5,62.8,60.0,11268
28054,0.3,4,2,6,62.5,56.0,682
28055,0.29,2,4,1,60.7,57.0,607
28056,0.57,3,3,5,62.8,57.0,1728
28057,0.24,4,0,7,62.9,59.0,492
28058,1.26,2,2,1,62.6,57.0,13671
28059,1.71,4,3,5,62.5,58.0,15829
28060,1.04,3,5,3,62.0,57.0,3774
28061,0.75,2,6,5,62.3,57.0,2025
28062,0.31,2,4,5,62.1,55.0,489
28063,1.0,4,2,2,62.8,59.0,4851
28064,0.58,2,1,4,62.9,54.0,2192
28065,0.31,2,2,4,61.4,55.0,821
28066,1.01,2,1,2,61.8,57.0,5262
28067,0.54,3,0,2,62.0,55.0,1786
28068,1.2,2,4,2,61.1,56.0,6968
28069,2.01,3,3,3,59.0,60.0,16733
28070,0.7,4,2,5,61.3,54.0,2928
28071,0.3,2,2,1,61.8,55.0,873
28072,1.56,3,2,3,58.8,59.0,7950
28073,0.34,2,2,4,61.1,57.0,692
28074,1.5,4,3,7,60.9,56.0,12798
28075,1.13,3,4,2,62.6,60.0,4256
28076,0.52,3,3,2,60.7,59.0,1280
28077,1.11,3,1,3,62.6,59.0,5152
28078,1.26,2,2,6,61.1,57.0,15247
28079,2.0,4,6,3,62.6,57.0,12342
28080,1.03,2,0,3,61.2,57.0,4679
28081,0.7,0,2,0,70.8,56.0,992
28082,0.9,4,1,3,62.6,60.0,3662
28083,0.31,2,5,4,61.3,55.6,513
28084,0.58,2,0,2,61.1,57.0,1829
28085,0.3,2,4,5,61.7,56.0,491
28086,0.54,2,4,5,61.9,56.0,1359
28087,0.91,4,3,3,60.0,57.0,3531
28088,1.14,3,2,2,61.1,58.0,6448
28089,0.31,2,0,5,62.7,55.0,942
28090,0.34,2,1,6,61.8,55.0,1107
28091,1.03,4,3,4,63.0,56.0,6539
28092,1.63,2,4,5,62.4,55.0,12155
28093,0.3,2,1,5,62.3,56.0,658
28094,0.81,4,3,3,62.7,56.0,2649
28095,0.42,1,4,2,63.6,57.0,653
28096,0.59,3,1,5,62.3,55.0,1883
28097,1.49,3,3,4,60.8,62.0,12900
28098,1.61,4,1,3,63.0,59.9,10891
28099,1.54,3,0,5,59.3,59.0,16736
28100,0.69,1,2,2,58.4,61.7,1951
28101,0.54,1,4,2,59.4,65.0,1131
28102,1.51,1,2,3,64.2,61.0,7695
28103,1.25,3,5,4,60.4,59.0,6664
28104,0.7,3,2,2,61.9,58.0,2230
28105,1.75,3,5,2,60.8,58.0,7644
28106,0.3,2,4,7,61.5,56.0,605
28107,0.9,3,5,5,63.0,59.0,3292
28108,2.01,2,5,2,62.8,57.0,10389
28109,0.68,4,2,2,60.1,57.9,1964
28110,2.21,4,5,2,62.9,59.0,17784
28111,0.63,3,1,2,61.3,58.0,1921
28112,0.35,2,0,4,61.4,56.0,1026
28113,0.36,2,0,3,62.3,57.0,689
28114,0.32,2,3,7,62.2,56.0,936
28115,1.5,3,3,3,62.0,62.0,8190
28116,0.92,2,2,3,61.5,56.0,3763
28117,0.58,2,1,5,60.6,56.0,1809
28118,0.72,4,6,2,61.1,57.0,1866
28119,0.5,2,4,5,61.2,56.0,1332
28120,0.53,2,3,5,60.4,57.0,1607
28121,0.31,1,3,7,63.3,57.0,707
28122,0.4,3,1,2,60.8,62.0,882
28123,0.41,4,2,3,62.6,54.0,612
28124,1.53,2,1,3,61.0,55.0,10698
28125,1.36,1,3,2,64.3,59.0,7549
28126,0.3,2,0,5,62.4,55.0,616
28127,0.5,2,0,4,61.9,54.0,1792
28128,1.01,1,4,5,64.4,58.0,5331
28129,0.3,2,0,2,61.9,56.0,709
28130,0.4,2,3,3,62.5,53.0,723
28131,1.51,2,5,2,62.4,59.0,8752
28132,0.31,2,4,5,62.1,53.8,502
28133,0.31,4,3,7,63.2,58.0,907
28134,0.83,4,2,2,61.9,58.0,3322
28135,0.31,2,4,1,62.3,55.0,789
28136,0.31,4,2,5,62.7,57.0,500
28137,1.2,4,5,4,63.1,58.0,5322
28138,1.51,1,5,2,63.8,57.0,6046
28139,0.3,3,4,2,61.6,62.0,540
28140,2.56,2,6,2,61.4,58.0,17753
28141,1.02,1,3,7,63.1,59.0,7800
28142,0.31,2,0,5,62.5,57.0,942
28143,1.15,3,5,5,62.6,56.0,5120
28144,0.92,2,2,3,61.5,53.0,4691
28145,1.5,0,3,2,64.5,57.0,10352
28146,0.7,3,4,3,60.5,61.0,1808
28147,2.33,2,5,5,62.0,57.0,17504
28148,0.38,2,0,5,61.8,56.0,1013
28149,0.51,4,2,4,61.4,60.0,1604
28150,0.3,3,6,4,62.6,58.0,506
28151,0.34,3,2,5,59.2,60.0,880
28152,1.2,2,5,5,62.6,57.0,4844
28153,2.02,4,1,2,59.8,59.0,18731
28154,0.7,4,4,5,62.3,56.0,2276
28155,0.91,3,3,2,62.2,59.0,3975
28156,1.25,2,3,1,60.6,57.0,11705
28157,0.74,4,1,4,62.8,59.0,3416
28158,1.07,4,3,3,63.5,59.0,3655
28159,0.71,3,0,4,61.6,58.0,3479
28160,1.16,2,0,4,61.2,58.0,10241
28161,1.12,4,5,5,62.9,55.9,5249
28162,0.3,2,4,5,61.9,57.0,491
28163,0.3,2,1,2,62.4,57.0,499
28164,0.27,2,0,6,61.7,57.0,586
28165,0.49,3,1,2,61.5,58.0,1084
28166,1.04,2,3,3,61.9,58.0,4973
28167,1.01,0,4,4,67.1,59.0,3676
28168,1.21,2,6,2,61.9,57.0,4968
28169,1.37,2,3,7,62.3,55.5,12207
28170,0.32,2,2,6,62.3,56.0,990
28171,0.41,2,2,7,62.6,55.0,1115
28172,0.5,4,0,2,58.8,60.0,1436
28173,0.42,2,2,3,61.7,54.0,626
28174,1.5,4,0,5,62.4,59.0,13287
28175,1.11,2,1,6,61.3,54.0,12725
28176,1.01,4,2,2,61.0,61.0,4899
28177,0.79,2,2,2,62.0,55.0,3081
28178,0.36,3,5,4,62.0,59.0,568
28179,0.53,2,0,3,60.4,57.0,1412
28180,0.34,3,4,2,62.1,59.0,477
28181,0.33,4,3,4,59.7,61.0,666
28182,0.73,2,4,5,62.5,58.0,2752
28183,1.51,3,5,3,62.6,59.0,7162
28184,0.34,2,1,4,61.2,55.0,790
28185,0.75,1,0,2,63.6,58.0,3078
28186,0.33,2,2,6,61.7,57.0,955
28187,1.06,3,4,2,61.6,59.0,4785
28188,0.91,4,2,5,63.4,55.0,4434
28189,1.71,1,1,2,63.8,58.0,12224
28190,0.38,4,3,4,62.0,57.0,764
28191,1.26,4,4,2,60.6,60.0,6546
28192,1.0,0,1,3,65.9,62.0,4265
28193,0.32,2,1,5,62.1,55.0,900
28194,0.7,1,1,3,62.9,56.0,2028
28195,0.32,2,2,5,62.2,55.0,645
28196,1.0,3,2,2,61.2,58.0,5197
28197,0.4,4,1,2,60.9,56.0,737
28198,0.68,2,0,6,61.3,57.0,4325
28199,0.5,3,0,2,62.3,58.0,1610
28200,0.81,2,6,5,62.1,56.0,2455
28201,1.21,2,3,6,60.2,57.0,10232
28202,0.36,2,5,5,61.6,55.0,523
28203,1.0,4,1,3,63.0,54.0,4630
28204,0.52,2,1,3,61.0,57.0,1412
28205,0.36,4,3,7,61.9,58.0,821
28206,0.31,2,3,5,62.3,56.0,544
28207,0.35,2,4,6,62.3,55.0,798
28208,0.7,2,4,2,60.6,57.0,1919
28209,0.78,2,0,2,61.2,58.0,3326
28210,1.66,2,4,4,62.0,55.0,15210
28211,0.31,2,0,5,62.1,55.0,816
28212,0.5,4,4,1,61.4,61.0,1923
28213,2.02,2,4,3,60.8,56.0,11715
28214,0.57,2,1,7,62.3,54.0,2615
28215,1.0,3,4,5,58.4,60.0,4514
28216,0.91,0,0,2,65.2,57.0,3730
28217,1.2,4,1,2,62.7,57.0,7310
28218,0.31,3,2,5,61.2,58.0,625
28219,0.32,4,3,2,62.8,56.0,477
28220,0.91,1,3,3,63.2,61.0,3340
28221,0.32,2,4,7,61.8,55.0,828
28222,0.51,1,3,3,63.6,54.0,1029
28223,0.8,2,5,6,61.7,56.0,3181
28224,0.71,0,4,2,65.1,56.0,2112
28225,0.7,2,1,2,61.1,56.0,3330
28226,0.31,4,5,2,62.3,58.0,418
28227,1.51,3,3,7,60.9,58.0,15164
28228,1.21,4,6,4,59.3,57.0,5604
28229,1.02,1,4,3,64.0,57.0,3656
28230,0.36,2,0,3,62.0,56.0,537
28231,0.7,4,1,4,63.8,57.0,3177
28232,0.91,2,3,3,62.7,57.0,3557
28233,0.72,4,5,2,59.8,58.0,2026
28234,1.72,3,3,7,61.8,60.0,18730
28235,0.33,3,3,6,60.9,60.0,1114
28236,0.3,1,3,6,64.0,57.0,678
28237,1.5,2,0,5,62.8,53.5,15996
28238,0.26,2,1,7,60.7,56.0,597
28239,0.3,3,1,5,59.9,59.0,844
28240,0.35,2,2,5,61.4,54.0,906
28241,0.81,2,4,2,61.4,56.0,3446
28242,0.33,3,2,2,59.9,61.0,705
28243,0.43,3,3,5,61.1,59.0,1113
28244,0.35,2,2,6,61.3,55.0,1096
28245,0.77,4,2,7,60.6,60.0,3917
28246,0.34,3,4,5,61.7,60.0,689
28247,0.55,2,1,3,62.0,56.0,1273
28248,1.23,2,5,6,62.1,57.0,7117
28249,1.72,3,4,3,59.8,59.0,10749
28250,0.7,4,4,2,61.1,56.0,2548
28251,1.21,3,4,3,60.0,60.0,5285
28252,1.53,2,3,2,61.3,57.0,8529
28253,0.33,4,1,2,60.7,57.0,579
28254,1.24,3,0,3,61.4,59.0,6965
28255,1.33,4,6,2,64.0,53.0,5327
28256,0.38,4,0,5,60.9,58.0,933
28257,1.5,3,1,7,58.7,61.0,17667
28258,2.11,4,3,3,62.2,60.0,16188
28259,0.5,4,3,2,62.4,52.0,1153
28260,0.42,3,1,2,61.5,58.0,722
28261,1.13,2,2,0,62.2,55.0,3607
28262,0.31,3,6,2,61.9,59.0,465
28263,0.77,3,6,5,62.3,58.0,1792
28264,1.22,2,4,2,61.9,55.0,7870
28265,0.3,3,3,4,62.1,60.0,776
28266,1.23,3,3,3,58.9,62.0,4408
28267,0.3,2,4,7,61.7,54.0,776
28268,0.3,2,1,5,61.5,55.0,658
28269,1.59,3,6,5,62.6,59.0,7811
28270,0.72,2,5,7,62.5,56.0,2594
28271,1.02,4,3,4,61.9,58.0,6694
28272,0.7,4,6,2,62.0,56.0,1619
28273,0.7,3,4,5,60.8,58.0,2218
28274,0.31,3,0,5,60.7,59.0,942
28275,0.3,4,2,2,62.1,61.0,500
28276,1.09,2,4,5,61.5,54.0,5732
28277,0.9,1,3,5,63.9,61.0,3792
28278,0.31,4,3,4,58.2,61.0,583
28279,0.4,1,3,5,63.8,59.0,1007
28280,1.2,2,5,2,60.1,56.0,5578
28281,0.74,4,5,5,60.9,56.0,2459
28282,0.58,4,2,2,59.4,58.0,1442
28283,0.71,2,4,4,60.9,58.0,2590
28284,1.19,2,4,2,62.3,55.0,5318
28285,0.31,3,3,3,63.0,57.0,523
28286,1.53,2,2,2,61.6,56.0,11999
28287,0.9,0,3,2,65.4,59.0,3145
28288,1.51,4,4,2,63.3,57.0,10053
28289,0.33,3,1,2,59.6,60.0,545
28290,1.03,2,4,3,62.4,57.0,3172
28291,0.74,2,3,6,62.1,56.0,3388
28292,1.0,1,1,3,57.9,59.0,3752
28293,1.11,1,4,2,64.2,58.0,4606
28294,0.5,2,4,6,60.6,55.0,1710
28295,0.7,1,2,6,61.2,61.0,3536
28296,1.01,4,3,3,62.7,58.0,3796
28297,0.23,2,3,1,62.8,55.0,536
28298,0.7,2,4,4,61.7,57.0,3185
28299,0.71,4,3,4,63.5,56.0,2368
28300,1.46,4,2,2,62.8,59.0,9770
28301,1.01,1,4,3,63.7,55.0,3999
28302,0.39,3,3,5,60.4,61.0,942
28303,0.59,3,5,1,61.2,58.0,1965
28304,0.84,4,0,2,59.2,59.0,3809
28305,1.01,3,3,4,62.7,58.0,6221
28306,1.06,2,3,4,61.1,57.0,8285
28307,2.0,3,0,3,59.3,62.0,12576
28308,0.53,2,0,5,61.4,55.0,1585
28309,1.5,4,1,3,62.1,59.0,9548
28310,1.31,4,6,3,61.8,59.0,5100
28311,0.41,4,0,5,61.7,54.0,939
28312,0.42,2,1,3,62.7,55.0,882
28313,1.11,4,6,2,62.4,57.7,4316
28314,0.42,4,1,7,59.8,56.0,1167
28315,0.38,4,4,5,61.5,55.0,645
28316,1.1,1,2,3,63.7,58.0,3918
28317,0.73,4,2,3,61.7,60.0,2624
28318,0.32,2,0,2,60.9,56.0,589
28319,1.3,3,5,5,60.3,60.0,5242
28320,0.31,2,3,1,61.6,55.0,891
28321,0.55,4,0,3,59.7,64.0,1401
28322,1.03,1,6,3,64.1,62.0,3149
28323,1.7,3,3,3,62.0,57.0,11043
28324,1.02,2,1,6,61.4,57.0,11028
28325,0.3,2,4,5,62.3,54.0,491
28326,0.3,3,4,4,61.4,59.0,526
28327,0.3,4,3,5,63.0,55.0,526
28328,1.02,3,0,5,61.5,58.0,7485
28329,0.72,2,5,4,62.1,55.0,2430
28330,0.31,2,0,5,62.1,54.0,942
28331,0.23,4,4,7,62.4,55.0,431
28332,1.0,4,5,5,63.2,58.0,3265
28333,0.51,1,1,4,57.9,63.0,1760
28334,0.3,2,0,2,62.5,57.0,709
28335,0.71,4,1,2,60.0,56.0,3122
28336,0.25,4,4,6,60.1,62.0,450
28337,1.02,2,5,2,62.9,57.0,3656
28338,0.53,2,3,7,60.4,55.0,1881
28339,0.33,4,5,7,62.1,56.0,579
28340,0.59,2,3,5,62.9,56.0,1622
28341,3.0,0,4,0,67.1,57.0,8044
28342,0.7,2,3,4,61.3,57.0,2839
28343,0.55,3,3,3,61.8,56.0,1280
28344,0.42,2,1,4,61.6,57.0,1105
28345,1.5,3,2,4,62.3,58.0,15291
28346,0.48,2,3,2,61.4,56.0,969
28347,0.33,3,1,7,60.3,58.0,1114
28348,1.08,4,3,5,63.2,60.0,6096
28349,1.01,4,1,5,60.9,57.0,6399
28350,0.25,4,2,7,61.9,57.0,548
28351,0.9,1,4,2,57.1,56.0,3726
28352,0.52,2,3,7,62.1,56.0,1911
28353,1.59,3,5,5,59.9,60.0,9304
28354,0.41,2,1,3,61.5,58.0,654
28355,0.32,2,3,6,61.3,55.0,733
28356,0.71,3,4,7,61.9,59.0,2498
28357,0.7,1,2,4,64.0,57.0,2381
28358,1.35,2,3,0,62.5,57.0,4643
28359,1.19,2,5,1,61.7,56.0,7207
28360,0.43,2,6,1,62.4,56.0,952
28361,0.57,2,0,2,61.4,55.0,1684
28362,1.08,2,1,7,61.8,56.0,10313
28363,1.3,2,4,3,61.1,57.0,6552
28364,0.31,2,5,4,61.9,54.0,461
28365,1.0,0,6,2,64.9,58.0,3427
28366,0.91,2,5,4,62.1,57.0,3906
28367,0.5,3,1,5,62.9,59.0,1746
28368,0.9,2,2,5,62.3,56.0,6830
28369,0.31,2,4,4,61.6,56.0,698
28370,0.32,2,2,7,60.4,57.0,829
28371,0.92,3,5,2,60.4,59.0,2730
28372,0.3,2,3,7,62.0,57.0,878
28373,1.05,4,3,2,60.2,58.0,5438
28374,0.53,2,2,2,61.5,56.0,1639
28375,1.28,2,3,0,61.6,57.0,4509
28376,0.39,2,1,1,61.3,56.0,1333
28377,0.34,2,3,5,62.5,57.0,596
28378,0.71,2,2,5,62.1,54.0,2780
28379,0.36,2,2,7,61.4,56.0,1059
28380,0.55,4,2,5,62.6,57.0,1609
28381,0.59,2,0,4,62.0,56.0,2319
28382,2.0,3,5,5,59.5,62.0,15651
28383,0.72,4,1,2,62.9,54.0,2567
28384,0.53,2,5,2,62.8,57.0,1052
28385,2.05,2,6,3,61.6,55.0,12654
28386,0.7,2,3,2,61.9,58.0,2310
28387,0.71,3,0,5,62.1,60.0,3002
28388,1.06,2,3,3,61.0,56.0,3321
28389,0.7,2,5,5,62.2,55.0,2154
28390,0.3,2,1,7,62.3,54.1,779
28391,1.18,0,5,5,62.0,66.0,4553
28392,2.0,4,4,2,62.7,56.0,17247
28393,0.71,2,0,5,62.4,56.0,3372
28394,0.4,1,2,5,62.2,61.0,784
28395,2.51,3,6,5,62.2,58.0,18020
28396,0.5,0,3,7,62.9,67.0,1791
28397,1.06,4,1,3,62.1,56.0,4972
28398,2.07,3,1,2,61.2,58.0,16957
28399,0.35,3,3,1,62.2,58.0,1116
28400,0.99,2,2,4,61.0,55.0,5947
28401,0.91,2,1,2,61.0,57.0,4392
28402,1.19,2,0,4,61.1,57.0,10079
28403,1.13,3,1,3,61.4,59.0,4936
28404,0.35,3,2,2,60.2,58.0,748
28405,0.53,3,0,5,62.4,59.0,1877
28406,1.5,2,6,6,62.2,59.0,9814
28407,1.25,2,2,4,62.0,55.0,9586
28408,1.05,2,3,5,60.8,57.0,6604
28409,1.22,3,4,5,60.9,58.0,6354
28410,1.01,4,1,4,57.7,62.0,8668
28411,0.7,4,2,2,63.2,57.0,2423
